FILE,NOMBRE,UNIDAD_DE_COMPETENCIA,CONTENIDO
ISC/basesDatos_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Modelo relacional","UNIDAD DE COMPETENCIA 
 
Implementa una base de datos 
a partir del modelo de datos 
relacional.","3.1 Aspectos básicos del modelo relacional  
3.1.1. 
Esquema de base de datos relacional 
3.1.2 
Restricciones 
3.2 Transformación del modelo entidad – relación 
(extendido) al modelo relacional 
3.3  Introducción a SQL 
3.3.1. 
Lenguaje de definición de datos 
3.3.2. 
Lenguaje de manipulación de datos 
3.4  Dependencias funcionales  
3.4.1. 
Inferencia de dependencias funcionales 
3.5  Normalización 
3.5.1. 
Formas normales"
ISC/basesDatos_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Álgebra y cálculo relacional","R
 
UNIDAD DE COMPETENCIA 
esuelve  consultas  a  partir  de 
los 
operadores 
de 
álgebra 
relacional.","4
  4
  4
  4
4.1 
Operaciones 
básicas 
de 
base 
de 
datos 
relacionales 
4.1.1 
Selección 
4.1.2. 
Proyección 
4.2 
Operaciones de la teoría de conjuntos 
4.2.1. 
Compatibilidady de unión 
4.2.2.    Operaciones de conjuntos  
.3 
Operaciones de reunión 
.4 
Funciones agregadas y agrupación 
4.4.1.    Funciones agregadas 
4.4.2. 
Agrupación 
.5 
División 
.6 
Cálculo relacional"
ISC/basesDatos_ISC2020.pdf,"UNIDAD TEMÁTICA V  
Lenguaje SQL","R
 
UNIDAD DE COMPETENCIA 
esuelve 
consultas 
de 
acuerdo a la sintaxis de SQL.","5.1 
Consultas simples 
5.1.1. 
Eliminación de duplicados 
5.1.2.  Ordenamiento 
5.1.3. 
Funciones agregadas y agrupación 
5.2 
Consultas con más de una relación 
5.2.1.  Operaciones de conjuntos 
5.2.2. 
Reunión 
5.3 
Subconsultas 
5.3.1.    Consultas anidadas 
5.3.2. 
Consultas anidadas correlacionadas 
5.4 
Transacciones 
5.4.1. 
Propiedades 
5.4.2. 
Estados 
5.5 
Manejo de vistas 
5.6   Disparadores y procedimientos almacenados 
5.7 
Asignación de permisos"
ISC/metodosCuantitativosTomaDecisiones_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Estructura de los métodos 
cuantitativos para la toma de 
decisiones","R
 
UNIDAD DE COMPETENCIA 
esuelve  problemas  del  área 
de  ingeniería  con  base  en  la 
metodología 
de 
la 
investigación de operaciones y 
métodos cuantitativos","1.1 Antecedentes 
1.1.1 Origen y desarrollo de los métodos cuantitativos y 
cualitativos 
1.1.2 Naturaleza de los métodos cuantitativos y 
cualitativos 
1.2 Campo de los métodos cuantitativos y la 
investigación de operaciones 
1.2.1 Importancia y aplicaciones de los métodos 
cuantitativos y cualitativos 
1.2.2 Estructura de una organización, un sistema y de la 
función de optimización 
1.3 Toma de decisiones 
1.3.1 Fases del proceso de toma de decisiones. 
Situaciones o contextos de decisión: ambiente de 
certidumbre, de riesgo y de incertidumbre 
1.4 Modelos y problemas 
1.4.1 Tipos de modelos: icónicos, analógicos y 
matemáticos 
1.4.2 Tipos de problemas: determinísticos, de riesgo y 
bajo incertidumbre 
1.5 Metodología de la investigación de operaciones 
1.5.1 Pasos de la metodología de la investigación de 
operaciones 
1.5.2 Técnicas y algoritmos usados por los métodos 
cuantitativos 
1.6 Técnicas de análisis cualitativo  
1.6.1 Generalización del problema 
1.6.2 Resultado final ideal 
1.6.3 Los cinco ¿por qué?"
ISC/metodosCuantitativosTomaDecisiones_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Programación lineal","UNIDAD DE COMPETENCIA 
Realiza 
modelos 
de 
programación  lineal  con  base 
en 
la  aplicación  del  método 
simplex gráfico y algebraico.","2.1 Programación lineal: aspectos básicos 
2.1.1 Función lineal, desigualdad lineal y región factible 
2.1.2  El  problema  de  programación 
lineal  como  un 
problema de optimización y sus características 
2.2 Forma general del problema en programación lineal 
2.2.1 Estructura general de un modelo de programación 
lineal 
2.3 Modelos matemáticos  
2.3.1 
Formulación 
del 
modelo 
matemático: 
determinación del objetivo, variables, restricciones y la 
función objetivo 
2.4 Método gráfico 
2.4.1  Determinación  de  la  región  factible  y  la  solución 
óptima 
2.5 Método simplex algebraico 
2.5.1 Determinación de la solución óptima en problemas 
de maximización 
2.5.2  Problemas  de  minimización:  uso  de  variables 
artificiales 
2.5.3 Método de variables artificiales"
ISC/metodosCuantitativosTomaDecisiones_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Análisis de dualidad y 
sensibilidad","R
 
UNIDAD DE COMPETENCIA 
ealizar 
una 
interpretación 
económica  de 
los  problemas 
de  optimización  con  base  en 
los  problemas 
duales 
y 
su 
primal correspondiente.","3.1 Teoría de la dualidad 
3.1.1 Relaciones entre el problema primal y el dual 
3.1.2 Transformación del problema primal a su problema 
asociado dual 
3.2 Solución dual óptima a partir de la solución óptima del 
problema primal 
3.3 Interpretación económica de la dualidad 
3.4 Método simplex dual 
3.4.1 Criterio de factibilidad y de optimalidad 
3.5 Análisis de sensibilidad"
ISC/metodosCuantitativosTomaDecisiones_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Modelos de redes y de 
transporte","R
 
UNIDAD DE COMPETENCIA 
esuelve  modelos  de  redes  y 
de  transporte  con  base  en  las 
técnicas  y  algoritmos  que 
le 
ofrezcan la solución óptima.","4.1 Problemas de flujo en redes 
4.1.1 Características 
4.2 Problema del árbol de extensión mínima 
4.3 Problemas de flujo máximo 
4.4  Planeación  y  control  de  proyectos:  Método  de  la 
Ruta Crítica (CPM) y Técnica de Evaluación y Revisión 
de Proyectos (PERT) 
4.4.1 PERT/ costo 
4.4.2 PERT/ probabilístico 
4.5 Formulación del problema de transporte 
4.5.1 Regla de la esquina noroeste 
4.5.2 Método de búsqueda de costo mínimo 
4.5.3 Método de Vogel o de sanción"
ISC/metodosCuantitativosTomaDecisiones_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Logística y control de modelos 
de inventarios","R
 
UNIDAD DE COMPETENCIA 
esuelve  modelos  de  control 
de inventarios y técnicas de los 
misms, involucrando los costos 
de 
ahorro 
que 
ofrezcan 
la 
solución óptima","5.1 Importancia de las decisiones de control de 
inventario 
5.1.1 Decisiones sobre políticas de inventarios 
5.2 Técnicas para ahorrar costos en el transporte 
5.2.1 Técnicas operativas para el ahorro de costos 
en almacén 
5.3 Técnicas para ahorrar costos operativos 
especiales 
5.3.1 Tipos de costos involucrados 
5.3.2 Costos y las áreas involucradas."
ISC/administracionServiciosRed_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos de los 
servicios de red","A
 
UNIDAD DE 
COMPETENCIA 
naliza las características de 
operatividad 
de 
los 
elementos  de  una 
red  de 
servicios 
informáticos 
de 
acuerdo  con  los  estándares 
aplicables.","1.1  Servicios de red 
1.1.1 
Clasificación de los servicios de red 
1.1.2 
Características de los servicios de red  
 
1.2  Análisis de requerimientos para implementar los 
servicios de red 
1.2.1 
Requerimientos de software 
1.2.2 
Requerimientos de hardware 
1.2.3 
Diseño de políticas 
 
1.3  Tecnologías de telecomunicaciones 
1.3.1 
PDH y SDH 
1.3.2 
DWDM 
1.3.3 
GSM y GPRS 
 
1.4  Ética informática 
1.4.1 
Código de ética"
ISC/administracionServiciosRed_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Temas avanzados de 
conectividad","C
 
UNIDAD DE 
COMPETENCIA 
onstruye una 
infraestructura de servicios 
de conectividad con base en 
el control de tráfico, 
traducciones de red y redes 
virtuales.","2.1  Configuración avanzada de conectividad del switch y 
ruteador 
2.1.1 
Balanceo de carga 
2.1.2 
Alta disponibilidad 
 
2.2  Listas de Control de Acceso 
2.2.1 
Listas 
de 
Control 
de 
Acceso 
Estándar/ 
Extendidas 
2.2.2 
Listas de Control de Acceso de entrada y salida 
 
2.3  Traducción de direcciones de red (NAT) 
2.3.1 
NAT estática 
2.3.2 
NAT dinámica 
2.3.3 
PAT 
 
2.4  Redes de Área Local Virtuales (VLANs) 
2.4.1 
Configuración de puertos troncales 
2.4.2 
Etiquetado 
 
2.5  Redes definidas por software"
ISC/administracionServiciosRed_ISC2020.pdf,"UNIDAD TEMÁTICA III 
SNMP, monitoreo y calidad","UNIDAD DE 
COMPETENCIA 
 
Construye  una  herramienta 
de 
software 
de 
almacenamiento 
de 
información 
de 
los 
parámetros  de  servicios  en 
red con base en el protocolo 
SNMP.","3.1  Administración de la red 
3.1.1 
Protocolo de administración de red (SNMP) 
3.1.2 
Bitácoras 
3.1.3 
Sistemas administradores de red 
 
3.2  Temas avanzados de calidad de servicio 
3.2.1 
Conformación de tráfico 
3.2.2 
Servicios diferenciados 
3.2.3 
Parametrización de los servicios 
 
3.3  Monitorización para la administración de redes 
3.3.1 
El proceso y principios de monitorización 
3.3.2 
Recolección, análisis y notificación"
ISC/administracionServiciosRed_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Implementación de los 
servicios de red","M
 
UNIDAD DE 
COMPETENCIA 
ide  el  nivel  de 
recursos 
utilizados en la prestación de 
servicios  estandarizados  en 
red con base en el protocolo 
SNMP.","4.1  Administración de servicios de alto nivel con base en 
SNMP 
4.1.1 
Hipertexto, 
transferencia  de  archivos  y  correo 
electrónico 
4.1.2 
Mensajería instantánea, acceso remoto y Voz/ IP 
4.1.3 
Sistema de archivos de red 
 
4.2  Servicios de bajo nivel  
4.2.1 
Asignación dinámica de direcciones IP 
4.2.2 
Servicios de nombres 
4.2.3 
Servidor proxy"
ISC/administracionServiciosRed_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Gestión de la seguridad y el 
desempeño","UNIDAD DE 
COMPETENCIA 
 
Evalúa 
los 
niveles 
de 
seguridad 
y 
desempeño 
implementados en una red de 
comunicaciones con base en 
mecanismos 
y 
políticas, 
elementos de seguridad.","5.1  Seguridad básica 
5.1.1 
Elementos de seguridad 
5.1.2 
Tipos de riesgo 
5.1.3 
Políticas, mecanismos y elementos de seguridad 
 
5.2  Resolución de problemas 
5.2.1 
Mejorar el desempeño 
5.2.2 
Tolerancia a fallos 
5.2.3 
Recuperación  
 
5.3  Auditoria informática 
5.3.1 
Objetivos y criterios 
5.3.2 
Planeación de la auditoria 
5.3.3 
Seguimiento y reportes"
ISC/trabajoTerminal_II_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Implementación y pruebas","V
 
UNIDAD DE COMPETENCIA 
erifica la implementación de las 
partes de un proyecto a partir de 
pruebas unitarias o modulares.","1
1.1  Implementación 
1.1.1 
Estándares y procedimientos de codificación o 
implementación 
1.1.2 
Integración de código, prototipo o servicios 
existentes 
.2  Pruebas 
1.2.1 
Plan de pruebas 
1.2.2 
Elaboración de escenarios y scripts de 
pruebas unitarias o modulares"
ISC/trabajoTerminal_II_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Integración y resultados","E
 
UNIDAD DE COMPETENCIA 
valúa 
los 
resultados 
del 
proyecto 
con 
base 
en 
las 
pruebas de integración.","2
  2
  2
2.1  Integración 
2.1.1 
Interoperabilidad de elementos  
2.1.2 
Pruebas de integración 
2.1.3 
Verificación y validación de resultados 
.2  Análisis e interpretación de resultados 
2.2.1 
Identificación de oportunidades de mejora 
.3  Trabajo a futuro 
.4  Conclusiones"
ISC/trabajoTerminal_II_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Presentación y defensa  del 
proyecto final","J
 
UNIDAD DE COMPETENCIA 
ustifica  el  resultado  final  de  un 
proyecto a partir de un reporte y 
una presentación ejecutiva.","3
3.1  Reporte final del proyecto 
3.1.1 
Análisis de similitud 
3.1.2 
Revisión de formatos 
 
3.2  Artículo técnico 
3.2.1 
Aplicación de formatos de escritura de un 
artículo científico 
.3  Presentación ejecutiva del proyecto"
ISC/analisisVectorial_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Los espacios Euclidianos  R2 y 
R3 dimensional","UNIDAD DE COMPETENCIA 
 
Resuelve 
problemas 
geomé-
tricos  y  físicos  con  base  en  los 
fundamentos 
del 
álgebra 
vectorial,  el  producto  escalar,  el 
producto 
cruz 
y 
los 
triples 
productos entre vectores.","1
  1
1.1 Los espacios Euclidianos R2 y R3     
1.1.1 Introducción a los espacios vectoriales 
1.1.3 
gráfica de un vector: los vectores de la base canónica, 
1.1.4    Aplicación  de  la  suma  de  vectores  (método  del 
paralelogramo, triángulo y polígono) y la multiplicación 
de 
1.2.2 El ángulo entre dos vectores: cosenos directores 
entre dos rectas  
C - 2020"
ISC/analisisVectorial_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Cálculo Diferencial Vectorial","A
   
UNIDAD DE COMPETENCIA 
plica  la  regla  de  la  cadena,  el 
gradiente, 
la  divergencia  y  el 
rotacional con base en el estudio 
de  las  funciones  vectoriales  de 
variable real y su derivación. 
 
IS","2
   
  2
2.1 Funciones vectoriales de variable real 
2.1.1 Funciones vectoriales 
2.1.2 Las funciones vectoriales como curvas en el 
curvas 
real 
2.2.2 Interpretación geométrica de la derivada como el 
vectoriales 
 2.3.1 Funciones de varias variables, dominio y rango. 
C - 2020
2.4.1 Generalidades, interpretación física y 
aplicaciones 
2.4.2 Derivadas parciales de funciones vectoriales de 
más de una variable    
2.4.3 Divergencia y rotacional de un campo vectorial  
2.4.4 Operaciones con el operador Nabla: algunas 
identidades vectoriales"
ISC/analisisVectorial_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Cálculo Integral Vectorial","UNIDAD DE COMPETENCIA 
 
Aplica los teoremas integrales a 
partir  de  las  integrales  de  línea, 
de superficie y de volumen.","3
  3
  3
3.1 Integral de Línea 
3.1.1 La integral de línea sobre un campo vectorial 
3.1.2 Propiedades de las integrales de línea 
múltiples: el Jacobiano de la transformación, integrales 
 
C - 2020"
ISC/desarrolloHabilidadesSocialesAltaDireccion_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos de la alta 
dirección y planeación 
estratégica","E
 
UNIDAD DE 
COMPETENCIA 
xplica las bases sobre alta 
dirección 
y 
planeación 
estratégica, con base en los 
principios  de  desarrollo  de   
habilidades 
personales 
y 
sociales.","1
  1
1.1. 
Principios de la alta dirección en la organización 
1.1.1.  Función 
de 
la 
alta 
dirección 
dentro 
de 
la 
organización  
1.1.2.  Alta dirección y establecimiento de políticas y 
estrategias 
.2. 
Principios de la planeación estratégica aplicada 
1.2.1.  Proceso de la planeación estratégica  
1.2.2.  Definición  de 
la 
estrategia:  misión, 
visión 
y 
objetivos de largo plazo 
1.2.3.  Formulación del plan de acción estratégico  
1.2.4.  Implementación del plan de acción estratégico  
1.2.5.  Evaluación y ajustes al plan de acción estratégico 
.3. 
Habilidades personales y sociales del directivo 
1.3.1.  Pensamiento estratégico 
1.3.2.  Carácter 
y 
personalidad 
del 
alto 
directivo 
estratega"
ISC/desarrolloHabilidadesSocialesAltaDireccion_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Habilidades personales y 
sociales para la alta 
dirección","D
 
UNIDAD DE 
COMPETENCIA 
esarrolla 
habilidades 
personales 
y 
sociales 
requeridas 
en 
la 
alta 
dirección 
a 
partir 
del 
autoconocimiento 
e 
inteligencia emocional.","2
2.1 
Habilidades personales para la alta dirección 
2.1.1  Autoconocimiento 
2.1.2  Dimensiones 
fundamentales 
y 
áreas 
del 
autoconocimiento 
2.1.3  Evaluación  de  habilidades:  Manejo  del  estrés  y  el 
bienestar, 
eliminación 
de 
factores 
estresantes, 
resiliencia y bienestar 
2.1.4  Administración del tiempo 
2.1.5 
Inteligencia emocional (IE) y alta dirección 
2.1.6  Clasificación de la IE (personal e interpersonal) y su 
relación con el éxito del directivo 
.2 
Habilidades sociales para la alta dirección 
2.2.1  Desarrollo de relaciones sociales positivas 
2.2.2  Comunicación 
efectiva, 
intrapersonal 
e 
interpersonal 
2.2.3  Asertividad: Características de la persona asertiva 
2.2.4  Conducta ética  
2.2.5  Manejo del conflicto"
ISC/desarrolloHabilidadesSocialesAltaDireccion_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Habilidades directivas","G
UNIDAD DE 
COMPETENCIA 
estiona 
equipos 
de 
trabajo 
en 
las 
organizaciones  a  partir  del 
desarrollo 
de 
habilidades 
directivas.","3
  3
  3
  3
3.1 
Habilidades organizacionales de comunicación  
3.1.1  Comunicación empresarial  
.2 
Equipos efectivos de trabajo 
3.2.1  Formación de equipos 
3.2.2  Retos de los equipos de trabajo 
3.2.3  Operación de equipos de trabajo 
.3 
Liderazgo estratégico 
3.3.1  Liderazgo para el desarrollo de los colaboradores 
3.3.2  Motivación en los equipos de trabajo 
3.3.3  Teorías de la motivación 
3.3.4  Motivación y desempeño 
3.3.5  Coaching 
3.3.6  Proceso de coaching 
3.3.7  Coaching en la empresa 
.4 
Toma de decisiones 
3.4.1  Ética en la toma de decisiones   
.5 
Estrategias de negociación 
3.5.1  Técnicas de negociación 
3.5.2  Obstáculos en las negociaciones 
3.5.3  Relaciones públicas"
ISC/gestionEmpresarial_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Aspectos básicos de la 
gestión empresarial","UNIDAD DE 
COMPETENCIA 
Analiza 
la 
gestión 
empresarial con base en su 
clasificación 
y 
constitucional legal.","1
  1
  1
1.1 
Las organizaciones 
1.1.1  Clasificación 
1.1.2  Constitución legal de acuerdo con la Ley de 
Sociedades Mercantiles y la Ley de Sociedades 
Civiles 
.2 
Administración 
1.2.1  Objetivo de la administración 
.3 
Gestión empresarial 
1.3.1  Objetivo de la gestión empresarial 
1.3.2  Funciones básicas 
1.3.3  Clasificación 
.4 
Diferencias entre administrar y gestionar"
ISC/gestionEmpresarial_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Gestión estratégica en las 
empresas de innovación 
tecnológica","UNIDAD DE 
COMPETENCIA 
Aplica la gestión estratégica 
en 
las 
empresas 
de 
innovación  tecnológica  con 
base 
en 
las 
diferentes 
herramientas,  la  filosofía  y 
su cultura organizacional.","2
  2
  2
  2
2.1 
Factores  de  competitividad  que  afectan  la  gestión 
empresarial 
.2 
Filosofía  corporativa  de  empresas  de 
innovación 
tecnológica 
.3 
Estrategia  y  cultura  organizacional  de  empresas  de 
innovación tecnológica 
.4 
Implementación de la estrategia, planes, programas, 
presupuestos y procedimientos 
2.4.1 
 Cuadro de mando integral 
.5 
Herramientas de gestión estratégica  
2.5.1  Análisis FODA y desarrollo de estrategias 
2.5.2  Modelos de negocio 
2.5.3  Modelo de Diamante de Porter 
2.5.4  Plan comercial 
2.5.5  Plan maestro"
ISC/gestionEmpresarial_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Gestión operativa de la 
empresa","UNIDAD DE 
COMPETENCIA 
 
Integra la gestión operativa 
en la empresa, con base en 
su 
estructura 
organizacional 
y 
la 
innovación tecnológica.","3
  3
  3
3.1 
Estructura organizacional 
3.1.1 
División  del  trabajo,  coordinación,  especialización, 
jerarquización,  departamentalización  y  unidad  de 
mando 
.2 
Innovación y tecnología 
3.2.1 
La tecnología como factor intangible de 
competitividad 
3.2.2 
Tecnologías emergentes 
.3 
Manejo de cambio e innovación 
.4 
Herramientas de gestión operativa 
3.4.1 
Reingeniería de los procesos de negocio 
3.4.2 
Transformación 
de 
la 
estructura 
y 
la 
cultura 
organizacional 
3.4.3 
Evaluación tecnológica de la empresa 
3.4.4  Optimización de los recursos tecnológicos"
ISC/gestionEmpresarial_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Gestión del capital humano 
y la calidad","UNIDAD DE 
COMPETENCIA 
 
Integra 
la 
gestión 
del 
capital humano y la calidad 
en la empresa, con base en 
el  marco  normativo  de  las 
relaciones laborales.","4
  4
  4
4.1 
Capital humano  
4.1.1 
Funciones del departamento de capital humano 
.2 
Marco normativo de las relaciones laborales 
.3 
Calidad 
4.3.1 
Control estadístico  
4.3.2 
Calidad total 
.4 
Herramientas de gestión  del Capital Humano  y de 
calidad 
4.4.1 
Las 5´s  
4.4.2 
Just in Time  
4.4.3 
Análisis funcional  
4.4.4 
Benchmarking  
4.4.5 
ERP"
ISC/gestionEmpresarial_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Tendencias en la 
gestión empresarial","UNIDAD DE 
COMPETENCIA 
 
Aplica los aspectos legales 
y  sus  habilidades  digitales 
con base en las tendencias 
y tecnologías digitales.","5
  5
  5
5.1 
Aspectos legales 
5.1.1 
Propiedad intelectual 
5.1.2 
Uso de información digital 
.2 
Responsabilidad social y sustentabilidad  
.3 
Habilidades digitales 
5.3.1 
Learnability 
5.3.2 
Teamability 
5.3.3 
Networking 
5.3.4 
Adaptability 
.4 
Tecnologías y tendencias digitales 
5.4.1 
Internet de las cosas 
5.4.2 
Inteligencia Artificial 
5.4.3 
Inteligencia de negocios 
5.4.4 
Blockchain y la nube"
ISC/calculoAplicado_ISC2020.pdf,"UNIDAD TEMÁTICA I 
La integral definida y sus 
aplicaciones","UNIDAD DE COMPETENCIA 
Resuelve problemas de área de 
regiones, volumen, área 
superficial y longitud de arco a 
partir de la integral definida.","1
  1
  1
 
1.1 
Área bajo la curva 
1.1.1  Sumas de Riemman 
.2 
.3 
1.3.1  Trapecio 
1.3.2  Simpson 
.4 
1.4.1  Área entre curvas 
C - 2020"
ISC/calculoAplicado_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Formas indeterminadas e 
integrales impropias","UNIDAD DE COMPETENCIA 
Establece la convergencia o 
divergencia de una integral 
impropia a partir de los límites 
de formas indeterminadas.  
IS","2
 
2.1. 
Formas indeterminadas 
2.1.1.  La regla de L’ Hospital  
2.1.2.  Otras formas indeterminadas 
.2. 
Integrales impropias 
2.2.1.  Con límites de integración infinitos: convergencia 
y divergencia 
2.2.2.  Integrando 
con 
discontinuidades 
infinitas: 
convergencia y divergencia"
ISC/calculoAplicado_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Sucesiones y series","UNIDAD DE COMPETENCIA 
Establece la convergencia o 
divergencia de sucesiones y 
series a partir de sus 
propiedades, características y 
criterios.","3
  3
  3
 
3.1. 
Sucesiones 
3.1.1.  Propiedades 
3.1.2.  Convergencia y divergencia 
.2. 
3.2.2.  Series 
.3. 
3.3.1.  Criterios de convergencia: el criterio de la integral 
.4. 
3.4.1.  Criterio de convergencia para series alternantes 
  
C - 2020"
ISC/calculoAplicado_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Series de potencia","UNIDAD DE COMPETENCIA 
Representa funciones como 
series de potencias a partir de 
las series de Taylor y de 
McLaurin. 
IS","4
 
4.1. 
Series de potencias 
4.1.1.  Intervalo y radio de convergencia 
4.1.2.  Derivación e integración de series de potencias 
.2. 
Series de Taylor y de McLaurin 
4.2.1.  Serie de Taylor 
4.2.2.  Serie de McLaurin 
4.2.3.  Polinomio de Taylor"
ISC/redesComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos de redes","UNIDAD DE COMPETENCIA 
Analiza 
los 
fundamentos 
de 
redes 
de 
computadoras 
con 
base 
en 
su 
clasificación, 
organizaciones 
de 
estandarización,  el modelo OSI, 
la arquitectura TCP/IP.","1
  1
  1
1.1 Fundamentos de redes de computadoras 
.2 Clasificación de redes de computadoras 
1.2.1 Redes por su área geográfica, topología y  
         relación funcional 
1.2.2 Redes conmutadas 
     1.2.3Tendencias de las redes: Redes SAN, SDN 
.3 Organizaciones de estandarización 
1.3.1 ISO, IETF, UIT-T 
1.3.2 Principales estándares IEEE (802.2, 802.3,   
         802.11, 802.15 y 802.16) 
.4 Modelo OSI y Arquitectura TCP/IP"
ISC/redesComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Transmisión de datos","A
UNIDAD DE COMPETENCIA 
naliza 
los  mecanismos 
de 
transmisión 
de 
datos 
que 
garantizan 
una 
comunicación 
confiable 
con 
base 
en 
las 
funciones 
de 
los 
protocolos, 
especificaciones 
y 
estándares 
de medios de transmisión.","2
  2
     
2.1   Funciones de los protocolos:  
      2.1.1 Encapsulamiento, Control de flujo y  
               control de error 
      2.1.2 Segmentación y ensamblado,         
             direccionamiento: nivel, alcance y tipos 
      2.1.3Servicios de transmisión, control de  
               conexión y Multicanalización / multiplexación 
.2 Especificaciones y estándares de medios de  
      transmisión 
.3 Códigos de línea"
ISC/redesComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Capa de Acceso a la Red","E
    E
UNIDAD DE COMPETENCIA 
xamina  la  capa  de  acceso  a  la  red  a 
partir  de rutinas  para manipular la NIC, 
estándares  aplicables  y  tecnologías  de 
control de acceso al medio. 
xamina  la  capa  de  acceso  a  la  red  a 
partir del uso de rutinas de manipulación 
de 
la  NIC,  estándares  aplicables 
y 
tecnologías  de  control  de  acceso  al 
medio.","3
  3
  3
   
3.1 Fundamentos de capa física  
      3.1.1 Ancho de banda 
      3.1.2 Ruido y relación señal - 
ruido 
      3.1.3 Capacidad de canal 
.2 Rutinas para manipular la NIC 
      3.2.1  Rutinas  para  leer  tramas  al 
vuelo 
      3.2.2  Rutinas  para 
leer 
tramas 
desde un archivo 
      3.2.3 Rutinas para enviar tramas 
.3 Estándar IEEE 802.3 
3.3.1 Protocolo HDLC 
3.3.2 Encabezado IEEE 802.3 
3.3.3  Encabezado  LLC  y  análisis 
de trama IEEE 802.3 
.4 Tecnologías de Control de Acceso 
al Medio"
ISC/redesComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Capa de Internet","UNIDAD DE COMPETENCIA 
Administra 
problemas 
entre 
redes 
IP 
con 
base 
en 
el 
direccionamiento 
IPv4 
y 
los 
protocolos  ARP,  IP,  ICMP,  IGMP 
y de enrutamiento.","4.1 Protocolo de Internet IP 
   4.1.1 Direccionamiento IPv4 por clases, VLSM,  
            CIDR 
   4.1.2 IPv4 vs IPv6 
   4.1.3 Encabezado IPv4 e IPv6 y análisis de tramas 
 
4.2 Enrutamiento IP 
4.2.1 Sistema autónomo  
4.2.2 Enrutamiento estático 
     4.2.3 Protocolos de Enrutamiento dinámico:  
             interior y exterior 
   
4.3 Protocolo de Resolución de Direcciones ARP   
4.3.1 Encabezado ARP 
4.3.2 Análisis de tramas ARP 
4.4 Protocolo de Mensajes de Control de Internet ICMP  
4.4.1 Encabezado ICMP 
4.4.2 Análisis de tramas ICMP 
 
4.5 Protocolo de Administración de Grupos de Internet 
(IGMP)  
4.5.1 Encabezado IGMP 
4.5.2 Análisis de tramas IGMP 
4.5.3 IGMP vs DVMRP vs PIM vs MSDP"
ISC/redesComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Capa de Transporte","A
UNIDAD DE COMPETENCIA 
naliza los servicios de la capa 
de Transporte a partir de los 
protocolos TCP Y UDP para una 
comunicación confiable extremo 
a extremo.","5.1 Protocolo de Control de Transmisión TCP  
4.1.1 Encabezado TCP 
 
5.2 Protocolo de Datagramas de Usuario UDP  
4.2.1 Encabezado UDP 
 
5.3 Análisis de segmentos TCP y datagramas UDP"
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Aspectos básicos del 
desarrollo de aplicaciones web","I
UNIDAD DE COMPETENCIA 
dentifica 
los 
elementos 
principales  en el desarrollo  de 
las aplicaciones Web así como 
las buenas prácticas a partir de 
la arquitectura y los estándares 
de la Web.","1.1 Evolución histórica de Internet y la WWW 
1.2 La Internet y la WWW 
1.2.1 Arquitectura Cliente/Servidor 
1.2.2 Protocolo TCP/IP 
1.2.3 Protocolo de Transferencia de Híper Texto (HTTP) 
1.2.4 Evolución de Navegares Web  
1.3 Estándares para la Web 
1.4 Entornos de desarrollo para Aplicaciones Web"
